"index_no","property_address","bedrooms","bathrooms","agent_name","area_code","telephone","price","media_description","media_category_id","media_category_url","media_video_type","mls_number","property_type","building_stories","interior_size","exterior_size","agent_id","corporation_name","agent_position","org_name","org_address","org_id","org_type","org_ph_no","org_designation","prop_zone_type","prop_parking","prop_parking_space","prop_type","province_name","latitude","longitude","postcode"
33,"18 Rue St-Dominique O.|Saguenay (Chicoutimi), Quebec G7J1V2",3,1,"Marc Fortin",418,5400044,79900,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX&NoMLS=20087697&Lang=E",NULL,"20087697","House",1.5,NULL,NULL,2075820,NULL,"Residential and Commercial Real Estate Broker","RE/MAX ÉNERGIE INC. - VILLE DE LA BAIE","2822 Noisetiers |La Baie, Quebec G7B4P8",285361,"Firm",5443373,"Real Estate Agency",NULL,NULL,NULL,"Single Family","Quebec","48.42008583","-71.07046107","G7J1V2"
32,"40 Rue St-Émile|Trois-Rivières, Quebec G8T7P5",2,1,"Isabelle Jouhault",819,5349652,199900,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=PROPRIO&NoMLS=20193974&Lang=E",NULL,"20193974","House",1,NULL,NULL,2188392,"Isabelle Jouhault Courtier Immobilier Inc.","Residential Real Estate Broker","PROPRIO DIRECT","200 - 3899 aut. des Laurentides |Laval, Quebec H7L3H7",54123,"Firm",8564444,"Real Estate Agency","Residential","Garage, Other",6,"Single Family","Quebec","46.37236","-72.537763","G8T7P5"
387,"287 Mood Road|Summerville, Nova Scotia B5A5J4",2,1,"Mike Clayton",902,7400167,225000,NULL,NULL,NULL,NULL,"202312495","House",1,NULL,NULL,1664497,NULL,NULL,"The Real Estate Store","91A Water Street|Yarmouth, Nova Scotia B5A4P6",118792,"Firm",7429222,NULL,NULL,"Garage, Gravel",NULL,"Single Family","Nova Scotia","43.8659112106153","-66.0133776883606","B5A5J4"
388,"1854 Highway 22|Mira Road, Nova Scotia B1P1P4",3,1,"Darcy MacDonald",902,2027494,224000,NULL,NULL,NULL,NULL,"202312497","House",1,NULL,NULL,2151965,NULL,NULL,"3% Realty Nova Scotia","37 Napean Street, Suite 202 A|Sydney, Nova Scotia B1P6A7",291702,"Firm",2027494,NULL,NULL,"Garage, Detached Garage",NULL,"Single Family","Nova Scotia","46.1093810531935","-60.1608192363152","B1P1P4"
225,"797 Shad Point Parkway|Blind Bay, Nova Scotia B3Z4C4",2,2,"Jules Chamberlain",902,8176007,1420000,"VideoTourWebsite",2,"https://my.matterport.com/show/?m=XaKY2eYsZ7W","Matterport","202312498","House",2,NULL,NULL,1905835,NULL,NULL,"Red Door Realty","1314 Cathedral Lane|Halifax, Nova Scotia B3H4S7",157983,"Firm",4252811,NULL,NULL,"Garage, Attached Garage, Detached Garage, Gravel",NULL,"Single Family","Nova Scotia","44.4984944","-63.8187338","B3Z4C4"
221,"211 Greenwood Avenue|Timberlea, Nova Scotia B3T1H8",3,3,"Peter Brouwer",902,8805445,389900,"VideoTourWebsite",2,"https://my.matterport.com/show/?m=F868o4F2V44","Matterport","202312501","House",2,NULL,NULL,1459797,"Team Brouwer",NULL,"Royal LePage Atlantic","7071 Bayers Rd., Suite 102|Halifax, Nova Scotia B3L2C2",276603,"Firm",4531700,NULL,NULL,"Parking Space(s)",NULL,"Single Family","Nova Scotia","44.6502976","-63.7406744","B3T1H8"
189,"Lot B-76 160 162 Kinsac Road|Beaver Bank, Nova Scotia B4G1C5",4,3,"Jessica Germain",905,9950363,899900,NULL,NULL,NULL,NULL,"202312502","House",2,NULL,NULL,2169544,NULL,NULL,"Keller Williams Select Realty","222 Waterfront Drive, Suite 106|Bedford, Nova Scotia B4A0H3",220366,"Firm",4077373,NULL,NULL,"Garage, Detached Garage",NULL,"Single Family","Nova Scotia","44.846104295052","-63.6772135693115","B4G1C5"
188,"923 Blanche Road|Blanche, Nova Scotia B0W1E0",1,1,"Shelley MacLeod",902,4125563,675000,"VideoTourWebsite",2,"https://my.matterport.com/show/?m=DXqvWFiJ3L2&mls=1","Matterport","202312503","House",2,NULL,NULL,2051924,NULL,NULL,"Engel & Volkers (Liverpool)","327 Main Street|Liverpool, Nova Scotia B0T1K0",290273,"Firm",4225552,NULL,NULL,"Gravel, Parking Space(s)",NULL,"Single Family","Nova Scotia","43.535997","-65.406058","B0W1E0"
215,"100 Queen Elizabeth Drive|Brighton, Prince Edward Island C1A3A9",4,2,"Kelley Macqueen",902,3942453,639000,"VideoTourWebsite",2,"https://listi.ca/listing/view/49779","Other","202312504","House",NULL,NULL,NULL,2106758,NULL,NULL,"PG DIRECT REALTY LTD.","97 Queen St.|Suite 600|Charlottetown, Prince Edward Island C1A4A9",284281,"Firm",7090027,NULL,NULL,"Attached Garage, Paved Yard",NULL,"Single Family","Prince Edward Island","46.2368164","-63.1500503","C1A3A9"
116,"4 Tanton Drive|Stratford, Prince Edward Island C1B1W5",3,2,"Kelley Macqueen",902,3942453,439000,"VideoTourWebsite",2,"https://listi.ca/listing/view/49778","Other","202312505","House",NULL,NULL,NULL,2106758,NULL,NULL,"PG DIRECT REALTY LTD.","97 Queen St.|Suite 600|Charlottetown, Prince Edward Island C1A4A9",284281,"Firm",7090027,NULL,NULL,"Detached Garage, Heated Garage, Paved Yard",NULL,"Single Family","Prince Edward Island","46.2364495","-63.0936558","C1B1W5"
167,"2716 Antigonish Guysborough Road|Boylston, Nova Scotia B0H1G0",2,1,"Jonathan David",877,7090027,150000,"AlternateFeatureSheetWebsite",1,"https://listi.ca/listing/view/208271",NULL,"202312506","Recreational",1,NULL,NULL,1458776,NULL,NULL,"PG Direct Realty Ltd.","50 Eileen Stubbs Ave Unit 130|Dartmouth, Nova Scotia B3B0M7",277460,"Firm",7090027,NULL,NULL,"Gravel",NULL,"Single Family","Nova Scotia","45.4555956","-61.6229714","B0H1G0"
166,"42AB Widow Point Loop|Inverness, Nova Scotia B0E1N0",NULL,NULL,"Deborah Mitchell",902,2093477,39000,NULL,NULL,NULL,NULL,"202312507",NULL,NULL,NULL,NULL,1982154,NULL,NULL,"Royal LePage Atlantic","7071 Bayers Rd., Suite 102|Halifax, Nova Scotia B3L2C2",276603,"Firm",4531700,NULL,NULL,"Other",NULL,"Vacant Land","Nova Scotia","45.7546233","-61.1300631","B0E1N0"
49,"5 Waterloo Way|Stillwater Lake, Nova Scotia B3Z1H2",5,2,"Jacqui Rostek Holder",902,8806509,699900,"VideoTourWebsite",2,"https://unbranded.youriguide.com/5_waterloo_way_stillwater_lake_ns/","iGuide","202312508","House",1,NULL,NULL,1942152,"Platinum Group",NULL,"Royal LePage Atlantic","7071 Bayers Rd., Suite 102|Halifax, Nova Scotia B3L2C2",276603,"Firm",4531700,NULL,NULL,"Garage, Detached Garage, Gravel",NULL,"Single Family","Nova Scotia","44.690927887464","-63.832677653373","B3Z1H2"
115,"80 Highland Avenue|Charlottetown, Prince Edward Island C1A2H6",2,1,"Kelly Lantz",902,3144714,389900,"VideoTourWebsite",2,"https://youtu.be/7ADA6uzgOeQ","Youtube","202312509","House",2,NULL,NULL,1746151,NULL,NULL,"RE/MAX CHARLOTTETOWN REALTY","268 GRAFTON STREET|CHARLOTTETOWN, Prince Edward Island C1A1L7",49926,"Firm",8922000,NULL,NULL,"Gravel",NULL,"Single Family","Prince Edward Island","46.2378559","-63.1376703","C1A2H6"
48,"87 Parkcrest Drive|Lawrencetown, Nova Scotia B2Z1M1",3,2,"Eunice Nicolle",902,8302559,399000,NULL,NULL,NULL,NULL,"202312510","House",1,NULL,NULL,1458784,NULL,NULL,"Royal LePage Atlantic (Dartmouth)","610 Wright Avenue, Unit 2|Dartmouth, Nova Scotia B3A1M9",276016,"Firm",4635885,NULL,NULL,"Gravel",NULL,"Single Family","Nova Scotia","44.6826974","-63.428371","B2Z1M1"
47,"2 West Avenue|Beaver Bank, Nova Scotia B4G1E4",3,3,"Brady Crewe",902,4769934,499900,NULL,NULL,NULL,NULL,"202312511","House",2,NULL,NULL,1433912,NULL,NULL,"Full Circle Realty Inc.","1461 Brenton Street|Halifax, Nova Scotia B3J3T5",286499,"Firm",9992882,NULL,NULL,"Gravel",NULL,"Single Family","Nova Scotia","44.8775935","-63.6986529","B4G1E4"
46,"54 Chapel Street|Springhill, Nova Scotia B0M1X0",3,1,"Melanie Lowe",902,8902405,75000,NULL,NULL,NULL,NULL,"202312512","House",2,NULL,NULL,2189773,NULL,NULL,"Keller Williams Select Realty (Truro)","183 Pictou Road|Bible Hill, Nova Scotia B2N2S7",290271,"Firm",4077373,NULL,NULL,NULL,NULL,"Single Family","Nova Scotia","45.6468816018096","-64.0526496539673","B0M1X0"
431,"B701 15 Valhalla Drive|Winnipeg, Manitoba R2G4G8",2,2,"David Unruh",204,7973100,279900,"VideoTourWebsite",2,"https://my.matterport.com/show/?m=xb2B54U9VTH&brand=0","Matterport","202315624","Apartment",1,"1115 sqft",NULL,1383792,NULL,NULL,"Century 21 Bachman & Associates","360 McMillan Avenue|Winnipeg, Manitoba R3L0N2",46742,"Firm",4537653,NULL,NULL,"Other",NULL,"Single Family","Manitoba","49.949884","-97.084025","R2G4G8"
85,"112 Shorehill Drive|Winnipeg, Manitoba R3X1Y7",4,2,"Tyler Mitchell",431,9962077,519900,NULL,NULL,NULL,NULL,"202316916","House",NULL,"1852 sqft",NULL,2110171,NULL,"Personal Real Estate Corporation","Real Broker","300-330 St Mary's Avenue|Winnipeg, Manitoba R3C3Z5",294350,"Firm",2048554,NULL,NULL,"Attached Garage",NULL,"Single Family","Manitoba","49.837186","-97.078824","R3X1Y7"
84,"2703 55 Nassau Street|Winnipeg, Manitoba R3L2G8",2,1,"Chris Pennycook",204,9410573,264900,"AlternateFeatureSheetWebsite",1,"http://www.chrispennycook.ca/",NULL,"202317020","Apartment",1,"1010 sqft",NULL,1384077,NULL,NULL,"Royal LePage Dynamic Real Estate","3 - 1450 Corydon Avenue|Winnipeg, Manitoba R3N0J3",46784,"Firm",9895000,NULL,NULL,"Other, Heated Garage, Underground",NULL,"Single Family","Manitoba","49.878966","-97.15017","R3L2G8"
81,"174 Alburg Drive|Winnipeg, Manitoba R2H1L9",4,3,"Kyle Braun",204,3923274,449900,"AlternateFeatureSheetWebsite",1,"https://whitecapcreative.hd.pics/174-Alburg-Dr",NULL,"202317076","House",NULL,"1750 sqft",NULL,2092347,NULL,"Personal Real Estate Corporation","Coldwell Banker Preferred Real Estate","1 - 90 Brandt Street|Steinbach, Manitoba R3G0T3",280326,"Firm",3263338,NULL,NULL,"Detached Garage",NULL,"Single Family","Manitoba","49.810733","-97.112089","R2H1L9"
79,"67 Geneva Lane|Winnipeg, Manitoba R3X0N8",3,3,"Kasey Hacking",204,4855303,489900,"VideoTourWebsite",2,"https://my.matterport.com/show/?m=7jdPT6LbBF8","Matterport","202317082","House",2,"1408 sqft",NULL,1967236,NULL,"Personal Real Estate Corporation","Century 21 Advanced Realty","255B Main Street|Selkirk, Manitoba R1A1S1",279990,"Firm",9257999,NULL,NULL,"Detached Garage, Other, Rear",NULL,"Single Family","Manitoba","49.824647","-97.066522","R3X0N8"
430,"910 Lagimodiere Boulevard|Winnipeg, Manitoba R2J0V3",2,1,"Fred Verge",204,8015712,295000,NULL,NULL,NULL,NULL,"202317109","House",NULL,"1280 sqft",NULL,2129428,NULL,NULL,"Royal LePage Prime Real Estate","1877 Henderson Hwy.|Winnipeg, Manitoba R2G1P4",46788,"Firm",9897900,NULL,NULL,"Detached Garage, Rear",NULL,"Single Family","Manitoba","49.88356","-97.072795","R2J0V3"
429,"15 740 Warde Avenue|Winnipeg, Manitoba R2N4H6",3,3,"Terry Isaryk",204,9997653,449900,"AlternateFeatureSheetWebsite",1,"http://terryisaryk.com/",NULL,"202317148","House",NULL,"1223 sqft",NULL,1384106,NULL,NULL,"RE/MAX Performance Realty","942 St. Mary's Road|Winnipeg, Manitoba R2M3R5",46757,"Firm",2554204,NULL,NULL,"Attached Garage, Other",NULL,"Single Family","Manitoba","49.811795","-97.093294","R2N4H6"
428,"803 323 Wellington Crescent|Winnipeg, Manitoba R3M0A4",2,2,"Lynne Couture",204,8883393,349900,NULL,NULL,NULL,NULL,"202317163","Apartment",1,"1460 sqft",NULL,1942540,NULL,"Personal Real Estate Corporation","Ethos Realty Inc.","755 Osborne Street|Winnipeg, Manitoba R3L2C4",250868,"Firm",8883393,NULL,NULL,"Heated Garage, Underground",NULL,"Single Family","Manitoba","49.872479","-97.15495","R3M0A4"
78,"7 Blue Spruce Road|Oakbank, Manitoba R5N0M8",3,3,"Daniella Payne",204,2959988,639900,"VideoTourWebsite",2,"https://iframe.videodelivery.net/886a490950c1952263a5d5168d089ad0","Other","202317186","House",2,"2176 sqft",NULL,1999961,NULL,NULL,"Royal LePage Prime Real Estate","1877 Henderson Hwy.|Winnipeg, Manitoba R2G1P4",46788,"Firm",9897900,NULL,NULL,"Attached Garage",NULL,"Single Family","Manitoba","49.931897","-96.83491","R5N0M8"
77,"176 Greenwood Avenue|Winnipeg, Manitoba R2M2T5",4,2,"Sandip Joshi",204,9985379,389900,NULL,NULL,NULL,NULL,"202317187","House",NULL,"913 sqft",NULL,2060236,NULL,"Personal Real Estate Corporation","Sutton Group - Kilkenny Real Estate","663 Stafford Street|Winnipeg, Manitoba R3M2X7",46739,"Firm",4759130,NULL,NULL,"Detached Garage",NULL,"Single Family","Manitoba","49.82593","-97.105139","R2M2T5"
427,"39 Falcon Creek Bay|Winnipeg, Manitoba R3Y0V4",3,3,"Wei Zhou (Nick) Chen",204,6157333,609900,NULL,NULL,NULL,NULL,"202317201","House",2,"1878 sqft",NULL,1959513,NULL,NULL,"Keller Williams Real Estate Services","15 Scurfield Boulevard|Winnipeg, Manitoba R3Y1G3",284158,"Firm",6157333,NULL,NULL,"Attached Garage",NULL,"Single Family","Manitoba","49.782766","-97.197788","R3Y0V4"
371,"137 2nd Street SE|Carman, Manitoba R0G0J0",4,2,"Kelly Dyck",204,7507700,299900,NULL,NULL,NULL,NULL,"202317203","House",1.5,"1600 sqft",NULL,1977883,NULL,NULL,"Royal LePage Legacy Realty","134 Main Street|Carman, Manitoba R0G0J0",285893,"Firm",7457777,NULL,NULL,"Detached Garage",NULL,"Single Family","Manitoba","49.503798","-97.998361","R0G0J0"
370,"458 PRITCHARD FARM Road|East St Paul, Manitoba R2E0B4",3,1,"Terry Astrope",204,9879800,419900,NULL,NULL,NULL,NULL,"202317205","House",NULL,"1249 sqft",NULL,1382780,NULL,NULL,"RE/MAX EXECUTIVES REALTY","3 - 1919 Henderson Highway|Winnipeg, Manitoba R2G1P4",61530,"Firm",9879800,NULL,NULL,"Attached Garage",NULL,"Single Family","Manitoba","49.970358","-97.043951","R2E0B4"
337,"8 White Ash Drive|Brandon, Manitoba R7A7T1",3,3,"Sagar Jethva",204,9632828,369900,NULL,NULL,NULL,NULL,"202317221","House",2,"1605 sqft",NULL,2156277,NULL,NULL,"Re/max Valleyview","Unit A 1209 Richmond Ave.|Brandon, Manitoba R7A1M5",47946,"Firm",7293550,NULL,NULL,"Attached Garage, Other",NULL,"Single Family","Manitoba","49.819395","-99.95605","R7A7T1"
369,"1848 PR 200 Highway|St Adolphe, Manitoba R5A1B4",3,3,"Christie Little",204,4038583,439900,"AlternateFeatureSheetWebsite",1,"https://christielittlerealtor.com/mylistings.html",NULL,"202317245","House",NULL,"1400 sqft",NULL,2079589,NULL,"Personal Real Estate Corporation","Real Broker","300-330 St Mary's Avenue|Winnipeg, Manitoba R3C3Z5",294350,"Firm",2048554,NULL,NULL,"Attached Garage, Other",NULL,"Single Family","Manitoba","49.659641","-97.103334","R5A1B4"
368,"142 Brookfield Crescent|Winnipeg, Manitoba R3Y1N3",4,3,"Andy Kloppenborg",204,9994455,599900,NULL,NULL,NULL,NULL,"202317257","House",NULL,"1500 sqft",NULL,1383910,NULL,NULL,"RE/MAX Performance Realty","942 St. Mary's Road|Winnipeg, Manitoba R2M3R5",46757,"Firm",2554204,NULL,NULL,"Attached Garage, Other",NULL,"Single Family","Manitoba","49.791594","-97.213282","R3Y1N3"
76,"114 Burland Avenue|Winnipeg, Manitoba R2N2W6",3,1,"Michelle Fox-Chan",204,5100946,389900,"AlternateFeatureSheetWebsite",1,"http://www.foxchan.ca/",NULL,"202317269","House",NULL,"1102 sqft",NULL,1961783,NULL,NULL,"Century 21 Bachman & Associates","360 McMillan Avenue|Winnipeg, Manitoba R3L0N2",46742,"Firm",4537653,NULL,NULL,"Parking Pad, Rear",3,"Single Family","Manitoba","49.802476","-97.110747","R2N2W6"
73,"190 Barron Drive|Winnipeg, Manitoba R3K0G5",3,2,"Shelley Barnett",204,8036855,359900,"AlternateFeatureSheetWebsite",1,"http://charlene-brown.c21.ca/",NULL,"202317281","House",NULL,"1160 sqft",NULL,1635267,NULL,NULL,"Century 21 Bachman & Associates","360 McMillan Avenue|Winnipeg, Manitoba R3L0N2",46742,"Firm",4537653,NULL,NULL,"None, Parking Pad, Other, Rear",2,"Single Family","Manitoba","49.87014","-97.304562","R3K0G5"
74,"10 Powder Ridge Drive|Winnipeg, Manitoba R3Y1X7",4,4,"Jianhao Zhang",204,2287896,799000,NULL,NULL,NULL,NULL,"202317286","House",2,"2589 sqft",NULL,1934266,NULL,"Personal Real Estate Corporation","Powell Property Group","79 Southbridge Drive|Winnipeg, Manitoba R2J4A4",46786,"Firm",9772142,NULL,NULL,"Attached Garage",NULL,"Single Family","Manitoba","49.824683","-97.186441","R3Y1X7"
75,"109 Maplewood Street|Steinbach, Manitoba R5G2A5",4,1,"Levi Goetz",204,3818531,259900,NULL,NULL,NULL,NULL,"202317290","House",NULL,"880 sqft",NULL,2070073,NULL,"Personal Real Estate Corporation","Coldwell Banker Preferred Real Estate","1 - 90 Brandt Street|Steinbach, Manitoba R3G0T3",280326,"Firm",3263338,NULL,NULL,"Other",NULL,"Single Family","Manitoba","49.532599","-96.68275","R5G2A5"
367,"55 BELL GARDENS Cove|Winnipeg, Manitoba R3Y2E9",3,3,"Terry Gallinger",204,3339167,449900,NULL,NULL,NULL,NULL,"202317291","House",2,"1387 sqft",NULL,1383076,NULL,NULL,"RE/MAX Performance Realty","942 St. Mary's Road|Winnipeg, Manitoba R2M3R5",46757,"Firm",2554204,NULL,NULL,"Attached Garage, Other",2,"Single Family","Manitoba","49.770373","-97.196002","R3Y2E9"
358,"106 374 River Avenue|Winnipeg, Manitoba R3L0E4",2,2,"Alison O'Toole",204,2230678,389900,"AlternateFeatureSheetWebsite",1,"https://card.get-card.com/alison-otoole/",NULL,"202317292","Apartment",NULL,"1068 sqft",NULL,1753086,NULL,NULL,"Century 21 Bachman & Associates","360 McMillan Avenue|Winnipeg, Manitoba R3L0N2",46742,"Firm",4537653,NULL,NULL,"Other, Heated Garage, Parkade, Indoor, Underground",1,"Single Family","Manitoba","49.8804","-97.142059","R3L0E4"
356,"49125 1 Highway E|Richer, Manitoba R0E1S0",6,3,"Darryl Chatyrbok",204,9556003,1350000,"VideoTourWebsite",2,"https://vimeo.com/729302826","Vimeo","202317294","House",2,"6545 sqft",NULL,1383987,NULL,"Broker","Key-Move Realty Limited","201 - 1767 Main Street|Winnipeg, Manitoba R2V1Z8",46838,"Firm",3391661,NULL,NULL,"Attached Garage, Other, Heated Garage",NULL,"Single Family","Manitoba","49.664189","-96.332952","R0E1S0"
347,"5550 NO. 9 Highway|St Andrews, Manitoba R1A3R5",3,2,"Jeremy Zdrill",204,4715401,489900,"VideoTourWebsite",2,"https://my.matterport.com/show/?m=8yd3RQhfyni","Matterport","202317298","House",NULL,"1730 sqft",NULL,1935580,NULL,"Personal Real Estate Corporation","Royal LePage Prime Real Estate","1305 Kenaston  Boulevard|Winnipeg, Manitoba",285073,"Firm",9897900,NULL,NULL,"Detached Garage, Oversize",NULL,"Single Family","Manitoba","50.075189","-96.982572","R1A3R5"
67,"41 Ivy Row|West St Paul, Manitoba R4A0C6",3,3,"Nino Ilagan",204,5831722,479325,NULL,NULL,NULL,NULL,"202317302","House",2,"1518 sqft",NULL,2039990,NULL,NULL,"Qualico Realty Services","1 David Friesen Drive|Winnipeg, Manitoba R3X0G8",291840,"Firm",2332451,NULL,NULL,"Attached Garage",NULL,"Single Family","Manitoba","49.98103","-97.076136","R4A0C6"
70,"0 Firefly Lane|Lonesand, Manitoba R0A2C0",0,0,"Jason Stubbington",204,3925960,319900,"VideoTourWebsite",2,"https://youtu.be/jpl2rjfC4NY","Youtube","202317303","No Building",NULL,NULL,NULL,2171420,NULL,NULL,"Century 21 Gold Key Realty Ltd.","101-32 Brandt Street|Steinbach, Manitoba R5G2J7",46864,"Firm",3264459,NULL,NULL,NULL,NULL,"Vacant Land","Manitoba","49.197427","-96.285717","R0A2C0"
69,"1 Gardner Trail|West St Paul, Manitoba R4A0E7",5,3,"Adam Giovanni Virgilio",204,2274049,589900,"VideoTourWebsite",2,"https://youtu.be/zWRtJWHzLqQ","Youtube","202317306","House",2,"1869 sqft",NULL,1960002,NULL,"Personal Real Estate Corporation","Royal LePage Prime Real Estate","1305 Kenaston  Boulevard|Winnipeg, Manitoba",285073,"Firm",9897900,NULL,NULL,"Attached Garage",6,"Single Family","Manitoba","49.975744","-97.090087","R4A0E7"
54,"313 Fletcher Street W|Killarney, Manitoba R0K1G0",2,1,"Arlene Klassen",204,5236092,119000,NULL,NULL,NULL,NULL,"202317307","House",NULL,"764 sqft",NULL,1391371,NULL,"Broker","Century 21 Westman Realty Ltd.","Box 1469|Killarney, Manitoba R0K1G0",47941,"Firm",5237088,NULL,NULL,"Detached Garage, Other",NULL,"Single Family","Manitoba","49.18069","-99.66184","R0K1G0"
71,"634 Ashton Avenue|Beausejour, Manitoba R0E0C0",3,1,"Pamela Wilke",204,5097269,244500,NULL,NULL,NULL,NULL,"202317308","House",NULL,"1087 sqft",NULL,1962026,NULL,NULL,"The Property Exchange Group Inc.","Box 315|Oakbank, Manitoba R0E1J0",274511,"Firm",4444646,NULL,NULL,"Detached Garage",NULL,"Single Family","Manitoba","50.060563","-96.513861","R0E0C0"
72,"0 Traverse Road|Ste Anne, Manitoba R5H1B2",0,0,"Richard Durand",204,9183049,520000,NULL,NULL,NULL,NULL,"202317310","No Building",NULL,NULL,NULL,1912240,NULL,NULL,"Royal LePage Riverbend Realty","Unit B Stes 1 & 2, 10 Cedar Drive|Niverville, Manitoba R0A1E0",284307,"Firm",3889844,NULL,NULL,NULL,NULL,"Vacant Land","Manitoba","49.671938","-96.653017","R5H1B2"
68,"540 Alfred Avenue|Winnipeg, Manitoba R2W1Y4",3,2,"Gurpreet Bhathal",204,8910066,39900,NULL,NULL,NULL,NULL,"202317318","House",NULL,"754 sqft",NULL,2149272,NULL,NULL,"Bysell Real Estate Inc.","1309 Mountain Avenue|Winnipeg, Manitoba R2X2Y1",290618,"Firm",3061144,NULL,NULL,"Detached Garage, Other, Oversize",NULL,"Single Family","Manitoba","49.919539","-97.144394","R2W1Y4"
31,"288 Rue Ann|#810|Montréal (Le Sud-Ouest), Quebec H3C0L3",3,1,"Frank Chang Liu",514,5436868,725000,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=MACLE&NoMLS=20328823&Lang=E",NULL,"20328823","Apartment",NULL,"791.15 sqft",NULL,1956085,"Frank Chang Liu Inc.","Residential and Commercial Real Estate Broker","ROYAL LEPAGE DU QUARTIER - Côte-des-Neiges","4963 Jean-Talon O. |Côte-des-Neiges, Quebec H4P1W7",283938,"Firm",4199888,"Real Estate Agency","Residential","Garage",1,"Single Family","Quebec","45.495347","-73.559857","H3C0L3"
30,"2400 Crois. Moreau|Brossard, Quebec J4Y1P7",5,1,"Shierly Kamali",438,9894052,799000,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=SUTTON&NoMLS=20331018&Lang=E",NULL,"20331018","House",2,NULL,NULL,2040245,NULL,"Residential Real Estate Broker","GROUPE SUTTON - ACTION","190-7005 boul. Taschereau |Brossard, Quebec J4Z1A7",278434,"Firm",5004411,"Real Estate Agency","Residential","Integrated Garage, Other, Garage",3,"Single Family","Quebec","45.455743","-73.461788","J4Y1P7"
29,"403 Rue des Sarcelles|Rimouski, Quebec G5N1G4",2,2,"Michel Michaud",418,7501212,449000,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=PROPRIO&NoMLS=20559830&Lang=E",NULL,"20559830","House",1,NULL,NULL,1995868,"MICHEL MICHAUD COURTIER IMMOBILIER INC.","Residential Real Estate Broker","PROPRIO DIRECT","200 - 3899 aut. des Laurentides |Laval, Quebec H7L3H7",54123,"Firm",8564444,"Real Estate Agency","Residential","Other, Garage",6,"Single Family","Quebec","48.429436","-68.527088","G5N1G4"
28,"1187 Ch. Carreau-Gervais|Saint-Nazaire, Quebec G0W2V0",4,3,"Chantale Tremblay",418,6689551,579500,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=VIACAPITALE&NoMLS=20626208&Lang=E",NULL,"20626208","House",2,NULL,NULL,2155625,NULL,"Residential and Commercial Real Estate Broker","VIA CAPITALE SAGUENAY LAC ST-JEAN - ALMA","5341 av. Ferdinand-Larouche |Alma, Quebec G8E1E1",291972,"Firm",NULL,"Real Estate Agency","Residential","Other, Garage",6,"Single Family","Quebec","48.53164799","-71.49254376","G0W2V0"
26,"8 Av. Donegani|#303|Pointe-Claire, Quebec H9R0E8",1,1,"Joelle Bitar",514,2391414,399000,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=MARKETINGWEBSITES&NoMLS=20780366&Lang=E",NULL,"20780366","Apartment",NULL,"575.66 sqft",NULL,1675167,"Joëlle Bitar Inc.","Certified Residential and Commercial Real Estate Broker","RE/MAX ACTION - Westmount","1225 av. Greene |Westmount, Quebec H3Z2A4",274477,"Firm",9336781,"Real Estate Agency","Residential","Integrated Garage, Garage",1,"Single Family","Quebec","45.45049843","-73.78350224","H9R0E8"
25,"95 Av. Stockwell|Pointe-Claire, Quebec H9R5W8",6,2,"Qiang Zhong",514,9790931,1198000,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX&NoMLS=20828119&Lang=E",NULL,"20828119","House",2,"3104.31 sqft",NULL,1585291,NULL,"Residential and Commercial Real Estate Broker","RE/MAX 3000 INC.","9280 boul de l'Acadie |Montréal, Quebec H4N3C5",53980,"Firm",3333000,"Real Estate Agency","Residential","Garage, Integrated Garage, Other",6,"Single Family","Quebec","45.46708","-73.798042","H9R5W8"
24,"26 59e Avenue|Bois-des-Filion, Quebec J6Z2R5",3,2,"Gregory Pynn",514,7545054,580000,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=ROYALLEPAGEALTITUDE&NoMLS=20893786&Lang=E",NULL,"20893786","House",1,NULL,NULL,2058857,"Gregory Pynn Inc.","Residential Real Estate Broker","ROYAL LEPAGE ALTITUDE","104 - 8 pl. du Commerce |Verdun, Quebec H3E1N3",61864,"Firm",7650909,"Real Estate Agency","Residential","Garage, Integrated Garage, Other",3,"Single Family","Quebec","45.65510436","-73.76967815","J6Z2R5"
436,"151G2 Beach|Massey, Ontario P0P2G0",6,2,"CHAD MOORE",705,6911805,799000,"VideoTourWebsite",2,"https://my.matterport.com/show/?m=KfSQLYU9Ngf","Matterport","2111635","House",NULL,NULL,NULL,1890257,NULL,"Salesperson","LAKE CITY REALTY LTD. BROKERAGE","63 WALFORD RD #5|SUDBURY, Ontario P3E2H2",284485,"Firm",2222489,NULL,NULL,"Attached Garage, Detached Garage",NULL,"Single Family","Ontario","46.286955","-81.994683","P0P2G0"
